用户编码,登录地址,登录失败次数,登录成功率,时间范围分钟,每分钟失败比例,连续失败3次,浏览量真值,浏览量预测值
166,2886729763,15,0.7,26933.0,0.0005569375858612112,0,0,0
181,2886729763,13,0.7636363636363637,27287.0,0.0004764173415912339,0,0,0
155,167772173,19,0.6346153846153846,9614.0,0.001976284584980237,0,0,0
43,2886729769,7,0.825,9161.0,0.0007641087217552669,0,0,0
94,3405803810,18,0.7,9767.0,0.0018429405139756322,0,3,3
164,167772176,5,0.8717948717948718,9695.0,0.0005157297576070139,0,0,0
61,3405803817,14,0.6818181818181818,9718.0,0.0014406256431364478,0,3,3
185,167772198,9,0.847457627118644,9800.0,0.0009183673469387755,0,0,0
125,2886729764,13,0.75,9736.0,0.0013352506162695153,0,0,0
174,2886729732,11,0.7608695652173914,9536.0,0.001153523489932886,0,0,0
131,167772165,13,0.7450980392156863,9922.0,0.0013102197137673855,0,0,0
62,3232235793,11,0.7962962962962963,9754.0,0.0011277424646298955,0,0,0
128,167772188,15,0.7794117647058824,27327.0,0.0005489076737292787,0,0,0
191,2886729762,8,0.8,9016.0,0.0008873114463176575,0,0,0
21,167772180,12,0.8064516129032258,9892.0,0.001213101496158512,0,0,0
60,167772184,9,0.8,9887.0,0.0009102862344492768,0,0,0
175,2886729765,8,0.8571428571428571,9244.0,0.0008654262224145391,0,0,0
37,2886729777,13,0.7045454545454546,9344.0,0.0013912671232876712,0,0,0
122,3232235824,7,0.8870967741935484,9787.0,0.0007152344947379177,0,0,0
147,3232235821,12,0.7647058823529411,9404.0,0.0012760527435133986,0,0,0
0,167772202,26,0.48,49.0,0.5306122448979592,1,1,1
55,3232235820,17,0.6666666666666666,9763.0,0.0017412680528526069,0,0,0
118,2886729742,11,0.7962962962962963,9875.0,0.0011139240506329114,0,0,0
158,167772172,9,0.8125,9205.0,0.000977729494839761,0,0,0
28,2886729743,19,0.6833333333333333,27314.0,0.0006956139708574358,0,0,0
160,167772192,12,0.8309859154929577,27384.0,0.00043821209465381246,0,0,0
29,167772194,18,0.7049180327868853,12846.0,0.0014012143858010276,0,0,0
12,2886729737,16,0.7288135593220338,12901.0,0.001240213936904116,0,0,0
147,2886729767,12,0.7647058823529411,9404.0,0.0012760527435133986,0,0,0
98,167772207,10,0.7872340425531915,27061.0,0.00036953549388418755,0,0,0
92,3405803809,14,0.7083333333333334,9925.0,0.0014105793450881613,0,3,3
10,3232235806,11,0.7924528301886793,9296.0,0.0011833046471600688,0,0,0
148,2886729735,10,0.84375,26864.0,0.00037224538415723646,0,0,0
157,3405803778,10,0.8214285714285714,27325.0,0.00036596523330283625,0,3,3
21,3232235797,12,0.8064516129032258,9892.0,0.001213101496158512,0,0,0
137,3232235787,12,0.7551020408163265,9785.0,0.0012263668880940215,0,0,0
116,2886729770,9,0.7906976744186046,9812.0,0.0009172441907867916,0,0,0
76,2886729762,12,0.7647058823529411,9936.0,0.0012077294685990338,0,0,0
72,3405803796,12,0.7818181818181819,12700.0,0.0009448818897637795,1,5,5
160,3232235781,12,0.8309859154929577,27384.0,0.00043821209465381246,0,0,0
100,167772180,13,0.7547169811320755,27380.0,0.0004747991234477721,0,0,0
194,3405803810,13,0.7346938775510204,12936.0,0.001004947433518862,0,3,3
190,3232235817,18,0.7096774193548387,9501.0,0.001894537417113988,0,0,0
41,167772190,15,0.7058823529411765,9686.0,0.001548626884162709,0,0,0
53,2886729730,11,0.7884615384615384,9972.0,0.001103088648215002,0,0,0
112,2886729741,8,0.8431372549019608,9757.0,0.0008199241570154761,0,0,0
183,167772174,11,0.7924528301886793,9662.0,0.001138480645829021,0,0,0
142,2886729769,7,0.8771929824561403,9555.0,0.0007326007326007326,0,0,0
200,167772162,15,0.7321428571428571,9646.0,0.0015550487248600455,0,0,0
28,167772166,19,0.6833333333333333,27314.0,0.0006956139708574358,0,0,0
152,2886729775,11,0.78,12852.0,0.0008558979147214441,0,0,0
40,167772204,13,0.75,26760.0,0.0004857997010463378,0,0,0
30,2886729769,12,0.7333333333333333,9914.0,0.0012104095218882388,0,0,0
64,2886729766,8,0.8490566037735849,9681.0,0.000826360913128809,0,0,0
97,3232235808,16,0.7142857142857143,12911.0,0.0012392533498567114,1,4,4
173,3405803784,21,0.6440677966101694,12876.0,0.0016309412861137,0,3,3
73,167772165,18,0.6727272727272727,12433.0,0.0014477599935655112,0,0,0
87,167772195,11,0.75,12915.0,0.0008517228029423151,0,0,0
6,2886729737,8,0.8367346938775511,12963.0,0.0006171410938825889,0,0,0
185,167772189,9,0.847457627118644,9800.0,0.0009183673469387755,0,0,0
46,3232235811,13,0.723404255319149,9973.0,0.0013035195026571743,0,0,0
188,3232235810,11,0.7884615384615384,9814.0,0.0011208477684939882,0,0,0
164,167772205,5,0.8717948717948718,9695.0,0.0005157297576070139,0,0,0
121,3232235811,7,0.86,9601.0,0.0007290907197166961,0,0,0
0,3232235784,26,0.48,49.0,0.5306122448979592,1,1,1
148,2886729740,10,0.84375,26864.0,0.00037224538415723646,0,0,0
110,167772206,19,0.6935483870967742,12739.0,0.0014914828479472486,0,0,0
47,3232235788,16,0.7142857142857143,27307.0,0.0005859303475299374,0,0,0
52,3405803785,7,0.8653846153846154,9918.0,0.0007057874571486187,0,3,3
93,3405803824,13,0.7868852459016393,9499.0,0.001368565112117065,0,3,3
146,2886729771,15,0.7169811320754716,27273.0,0.0005499945000549994,0,0,0
32,3232235791,17,0.7384615384615385,12835.0,0.0013245033112582781,0,0,0
63,3405803780,10,0.75,27133.0,0.00036855489625179673,0,3,3
122,2886729756,7,0.8870967741935484,9787.0,0.0007152344947379177,0,0,0
21,167772191,12,0.8064516129032258,9892.0,0.001213101496158512,0,0,0
90,167772208,3,0.925,9523.0,0.0003150267772760685,0,0,0
139,3325256748,14,0.7307692307692307,27268.0,0.0005134223265365997,0,3,3
56,2886729737,16,0.7333333333333333,12896.0,0.0012406947890818859,0,0,0
32,2886729747,17,0.7384615384615385,12835.0,0.0013245033112582781,0,0,0
117,2886729740,19,0.7076923076923077,12819.0,0.0014821748966378032,1,4,4
126,2886729732,11,0.7962962962962963,12848.0,0.0008561643835616438,0,0,0
161,167772165,10,0.7619047619047619,9241.0,0.0010821339681852614,0,0,0
169,3232235821,9,0.8,9469.0,0.0009504699545886577,0,0,0
21,3232235812,12,0.8064516129032258,9892.0,0.001213101496158512,0,0,0
99,3232235805,10,0.7959183673469388,9192.0,0.0010879025239338555,0,0,0
33,167772205,4,0.9245283018867925,9290.0,0.0004305705059203445,0,0,0
11,3232235795,11,0.7708333333333334,9595.0,0.0011464304325169358,0,0,0
174,167772171,11,0.7608695652173914,9536.0,0.001153523489932886,0,0,0
73,3405803807,18,0.6727272727272727,12433.0,0.0014477599935655112,0,3,3
98,2886729758,10,0.7872340425531915,27061.0,0.00036953549388418755,0,0,0
118,167772206,11,0.7962962962962963,9875.0,0.0011139240506329114,0,0,0
105,3232235805,8,0.8222222222222222,9754.0,0.0008201763379126512,0,0,0
185,3232235813,9,0.847457627118644,9800.0,0.0009183673469387755,0,0,0
181,2886729774,13,0.7636363636363637,27287.0,0.0004764173415912339,0,0,0
189,2886729731,8,0.8367346938775511,12849.0,0.0006226165460347109,0,0,0
68,3405803798,11,0.7708333333333334,9273.0,0.0011862396204033216,0,3,3
185,3232235782,9,0.847457627118644,9800.0,0.0009183673469387755,0,0,0
31,3232235806,15,0.7692307692307693,12758.0,0.0011757328734911428,0,0,0
193,3405803810,11,0.828125,12945.0,0.0008497489378138278,0,3,3
138,2886729743,9,0.82,9504.0,0.000946969696969697,0,0,0
119,3405803801,12,0.7551020408163265,9947.0,0.0012063938876043028,0,3,3
163,167772177,11,0.78,9403.0,0.0011698394129533128,0,0,0
103,3232235802,10,0.8181818181818182,9101.0,0.001098780353807274,0,0,0
86,3405803805,17,0.734375,27184.0,0.0006253678634490877,0,3,3
75,3232235790,8,0.84,9454.0,0.0008462026655383964,0,0,0
167,3232235809,7,0.8813559322033898,9703.0,0.0007214263629805215,0,0,0
165,3232235797,12,0.7818181818181819,27057.0,0.00044350814946224635,0,0,0
109,3232235800,18,0.7049180327868853,9926.0,0.0018134193028410237,0,0,0
83,3405803799,15,0.7457627118644068,9533.0,0.001573481590265394,0,3,3
36,3232235806,12,0.7391304347826086,9480.0,0.0012658227848101266,0,0,0
32,2886729770,17,0.7384615384615385,12835.0,0.0013245033112582781,0,0,0
143,2886729766,10,0.75,9352.0,0.00106928999144568,0,0,0
85,3232235782,12,0.7931034482758621,9777.0,0.00122737035900583,0,0,0
103,3232235802,10,0.8181818181818182,9101.0,0.001098780353807274,0,0,0
130,167772195,11,0.8070175438596491,9777.0,0.0011250894957553442,0,0,0
36,2886729741,12,0.7391304347826086,9480.0,0.0012658227848101266,0,0,0
81,3405803816,26,0.543859649122807,12949.0,0.0020078770561433317,0,3,3
30,2886729752,12,0.7333333333333333,9914.0,0.0012104095218882388,0,0,0
21,3232235780,12,0.8064516129032258,9892.0,0.001213101496158512,0,0,0
173,167772194,21,0.6440677966101694,12876.0,0.0016309412861137,0,0,0
193,167772169,11,0.828125,12945.0,0.0008497489378138278,0,0,0
123,3232235789,14,0.7254901960784313,12559.0,0.0011147384345887412,1,4,4
73,167772198,18,0.6727272727272727,12433.0,0.0014477599935655112,0,0,0
125,3405803819,13,0.75,9736.0,0.0013352506162695153,0,3,3
60,167772184,9,0.8,9887.0,0.0009102862344492768,0,0,0
51,3405803779,8,0.8490566037735849,27364.0,0.00029235491887151,0,3,3
112,3405803812,8,0.8431372549019608,9757.0,0.0008199241570154761,0,3,3
4,167772195,15,0.6341463414634146,12630.0,0.0011876484560570072,0,0,0
88,3232235803,15,0.6875,26036.0,0.0005761253648793978,0,0,0
171,3232235815,15,0.75,9808.0,0.0015293637846655792,0,0,0
144,167772181,24,0.6307692307692307,12927.0,0.0018565792527268509,0,0,0
148,3405803809,10,0.84375,26864.0,0.00037224538415723646,0,3,3
29,167772195,18,0.7049180327868853,12846.0,0.0014012143858010276,0,0,0
176,3232235788,7,0.86,9572.0,0.0007312996239030506,0,0,0
48,167772195,9,0.8085106382978723,9732.0,0.0009247842170160296,0,0,0
86,167772163,17,0.734375,27184.0,0.0006253678634490877,0,0,0
80,3405803817,2,0.96,9914.0,0.00020173492031470649,0,3,3
147,2886729755,12,0.7647058823529411,9404.0,0.0012760527435133986,0,0,0
147,2886729748,12,0.7647058823529411,9404.0,0.0012760527435133986,0,0,0
103,167772198,10,0.8181818181818182,9101.0,0.001098780353807274,0,0,0
187,3405803790,10,0.8076923076923077,9606.0,0.0010410160316468874,0,3,3
191,2886729761,8,0.8,9016.0,0.0008873114463176575,0,0,0
119,167772198,12,0.7551020408163265,9947.0,0.0012063938876043028,0,0,0
50,3405803798,7,0.8627450980392157,27299.0,0.00025641964907139453,0,3,3
178,2886729757,5,0.8809523809523809,9657.0,0.0005177591384487936,0,0,0
163,3232235805,11,0.78,9403.0,0.0011698394129533128,0,0,0
125,167772204,13,0.75,9736.0,0.0013352506162695153,0,0,0
65,2886729757,6,0.8421052631578947,9466.0,0.0006338474540460595,0,0,0
153,3405803803,7,0.8653846153846154,9551.0,0.0007329075489477542,0,3,3
55,2886729754,17,0.6666666666666666,9763.0,0.0017412680528526069,0,0,0
33,3405803789,4,0.9245283018867925,9290.0,0.0004305705059203445,0,3,3
169,2886729773,9,0.8,9469.0,0.0009504699545886577,0,0,0
116,2886729767,9,0.7906976744186046,9812.0,0.0009172441907867916,0,0,0
33,3405803802,4,0.9245283018867925,9290.0,0.0004305705059203445,0,3,3
148,167772198,10,0.84375,26864.0,0.00037224538415723646,0,0,0
28,3405803788,19,0.6833333333333333,27314.0,0.0006956139708574358,0,3,3
23,167772169,8,0.8571428571428571,9650.0,0.0008290155440414508,0,0,0
188,3232235814,11,0.7884615384615384,9814.0,0.0011208477684939882,0,0,0
57,3232235793,24,0.625,26972.0,0.0008898116565327006,1,4,4
143,167772199,10,0.75,9352.0,0.00106928999144568,0,0,0
9,2886729731,7,0.8333333333333334,9494.0,0.0007373077733305245,0,0,0
158,3405803794,9,0.8125,9205.0,0.000977729494839761,0,3,3
91,3232235813,13,0.74,12770.0,0.0010180109631949884,0,0,0
3,167772166,11,0.75,9056.0,0.0012146643109540636,0,0,0
124,3232235782,13,0.7547169811320755,9893.0,0.001314060446780552,0,0,0
129,3232235809,5,0.8837209302325582,9502.0,0.0005262050094716902,0,0,0
105,3232235803,8,0.8222222222222222,9754.0,0.0008201763379126512,0,0,0
197,2886729755,8,0.8260869565217391,27342.0,0.0002925901543413064,0,0,0
161,167772192,10,0.7619047619047619,9241.0,0.0010821339681852614,0,0,0
23,2886729751,8,0.8571428571428571,9650.0,0.0008290155440414508,0,0,0
195,3232235819,6,0.9032258064516129,9795.0,0.0006125574272588055,0,0,0
175,2886729739,8,0.8571428571428571,9244.0,0.0008654262224145391,0,0,0
94,167772173,18,0.7,9767.0,0.0018429405139756322,0,0,0
163,3405803778,11,0.78,9403.0,0.0011698394129533128,0,3,3
69,167772195,13,0.7547169811320755,9717.0,0.0013378614798806217,0,0,0
140,3232235795,8,0.8431372549019608,9326.0,0.0008578168561012224,0,0,0
86,167772161,17,0.734375,27184.0,0.0006253678634490877,0,0,0
175,3232235797,8,0.8571428571428571,9244.0,0.0008654262224145391,0,0,0
122,3232235802,7,0.8870967741935484,9787.0,0.0007152344947379177,0,0,0
119,167772201,12,0.7551020408163265,9947.0,0.0012063938876043028,0,0,0
105,2886729742,8,0.8222222222222222,9754.0,0.0008201763379126512,0,0,0
156,3405803781,15,0.7058823529411765,9745.0,0.0015392508978963571,0,3,3
114,3232235800,7,0.8478260869565217,9834.0,0.0007118161480577588,0,0,0
164,3405803815,5,0.8717948717948718,9695.0,0.0005157297576070139,0,3,3
186,3405803810,9,0.8085106382978723,9363.0,0.0009612303748798462,0,3,3
51,2886729776,8,0.8490566037735849,27364.0,0.00029235491887151,0,0,0
6,3405803796,8,0.8367346938775511,12963.0,0.0006171410938825889,0,3,3
134,3405803784,9,0.8301886792452831,9756.0,0.0009225092250922509,0,3,3
28,3325256745,19,0.6833333333333333,27314.0,0.0006956139708574358,0,3,3
29,2886729751,18,0.7049180327868853,12846.0,0.0014012143858010276,0,0,0
162,2886729770,8,0.84,27271.0,0.0002933519122877782,0,0,0
81,3232235777,26,0.543859649122807,12949.0,0.0020078770561433317,1,4,4
192,3232235819,13,0.8,9823.0,0.001323424615697852,0,0,0
95,3232235817,14,0.7142857142857143,26406.0,0.0005301825342725138,0,0,0
113,2886729760,12,0.7777777777777778,12964.0,0.0009256402344955261,0,0,0
34,2886729763,11,0.7608695652173914,9875.0,0.0011139240506329114,0,0,0
67,167772183,7,0.7941176470588235,9815.0,0.0007131940906775344,0,0,0
69,167772183,13,0.7547169811320755,9717.0,0.0013378614798806217,0,0,0
96,3405803782,15,0.75,12925.0,0.0011605415860735009,0,3,3
38,167772180,6,0.8604651162790697,8359.0,0.0007177892092355545,0,0,0
85,3232235797,12,0.7931034482758621,9777.0,0.00122737035900583,0,0,0
171,3405803792,15,0.75,9808.0,0.0015293637846655792,0,3,3
43,2886729729,7,0.825,9161.0,0.0007641087217552669,0,0,0
126,2886729766,11,0.7962962962962963,12848.0,0.0008561643835616438,0,0,0
20,3232235820,13,0.7592592592592593,27308.0,0.0004760509740735316,0,0,0
170,2886729742,16,0.6363636363636364,9563.0,0.0016731151312349682,0,0,0
123,2886729753,14,0.7254901960784313,12559.0,0.0011147384345887412,0,0,0
182,2886729768,13,0.7346938775510204,9158.0,0.0014195239135182355,0,0,0
120,3405803811,11,0.7659574468085106,27119.0,0.0004056196762417493,0,3,3
94,3232235804,18,0.7,9767.0,0.0018429405139756322,0,0,0
123,3232235785,14,0.7254901960784313,12559.0,0.0011147384345887412,0,0,0
183,167772197,11,0.7924528301886793,9662.0,0.001138480645829021,0,0,0
93,3405803788,13,0.7868852459016393,9499.0,0.001368565112117065,0,3,3
197,167772185,8,0.8260869565217391,27342.0,0.0002925901543413064,0,0,0
134,3232235806,9,0.8301886792452831,9756.0,0.0009225092250922509,0,0,0
34,3232235806,11,0.7608695652173914,9875.0,0.0011139240506329114,0,0,0
184,3325256752,19,0.6984126984126984,27259.0,0.0006970174988077333,0,3,3
11,167772208,11,0.7708333333333334,9595.0,0.0011464304325169358,0,0,0
80,2886729768,2,0.96,9914.0,0.00020173492031470649,0,0,0
102,167772169,11,0.7924528301886793,9686.0,0.0011356597150526534,0,0,0
32,3232235805,17,0.7384615384615385,12835.0,0.0013245033112582781,0,0,0
23,2886729751,8,0.8571428571428571,9650.0,0.0008290155440414508,0,0,0
150,167772169,5,0.9038461538461539,9652.0,0.0005180273518441774,0,0,0
84,167772165,10,0.8,9559.0,0.001046134532900931,0,0,0
23,3232235799,8,0.8571428571428571,9650.0,0.0008290155440414508,0,0,0
189,3232235808,8,0.8367346938775511,12849.0,0.0006226165460347109,0,0,0
116,3232235817,9,0.7906976744186046,9812.0,0.0009172441907867916,0,0,0
124,2886729755,13,0.7547169811320755,9893.0,0.001314060446780552,0,0,0
94,3232235811,18,0.7,9767.0,0.0018429405139756322,0,0,0
48,3232235804,9,0.8085106382978723,9732.0,0.0009247842170160296,0,0,0
75,3405803820,8,0.84,9454.0,0.0008462026655383964,0,3,3
187,167772193,10,0.8076923076923077,9606.0,0.0010410160316468874,0,0,0
153,3232235804,7,0.8653846153846154,9551.0,0.0007329075489477542,0,0,0
96,3405803806,15,0.75,12925.0,0.0011605415860735009,0,3,3
45,3232235787,18,0.7,27315.0,0.0006589785831960461,0,0,0
53,167772200,11,0.7884615384615384,9972.0,0.001103088648215002,0,0,0
132,2886729751,10,0.8484848484848485,9243.0,0.0010818998160770314,0,0,0
102,2886729735,11,0.7924528301886793,9686.0,0.0011356597150526534,0,0,0
74,2886729730,10,0.7959183673469388,9885.0,0.0010116337885685382,0,0,0
196,3232235793,14,0.7083333333333334,12752.0,0.001097867001254705,0,0,0
97,2886729737,16,0.7142857142857143,12911.0,0.0012392533498567114,0,0,0
105,3405803820,8,0.8222222222222222,9754.0,0.0008201763379126512,0,3,3
193,3405803816,11,0.828125,12945.0,0.0008497489378138278,0,3,3
112,167772165,8,0.8431372549019608,9757.0,0.0008199241570154761,0,0,0
109,2886729772,18,0.7049180327868853,9926.0,0.0018134193028410237,0,0,0
135,3232235810,9,0.8615384615384616,9957.0,0.0009038867128653209,0,0,0
49,2886729764,10,0.8148148148148148,27111.0,0.00036885397071299473,0,0,0
45,2886729770,18,0.7,27315.0,0.0006589785831960461,0,0,0
115,167772168,10,0.7872340425531915,9148.0,0.0010931351114997813,0,0,0
10,167772199,11,0.7924528301886793,9296.0,0.0011833046471600688,0,0,0
190,167772162,18,0.7096774193548387,9501.0,0.001894537417113988,0,0,0
40,3405803822,13,0.75,26760.0,0.0004857997010463378,0,3,3
111,2886729774,7,0.8292682926829268,27289.0,0.0002565136135439188,0,0,0
168,3405803794,21,0.631578947368421,12922.0,0.0016251354279523294,0,3,3
87,3405803777,11,0.75,12915.0,0.0008517228029423151,0,3,3
192,3232235779,13,0.8,9823.0,0.001323424615697852,0,0,0
12,3405803809,16,0.7288135593220338,12901.0,0.001240213936904116,0,3,3
142,167772171,7,0.8771929824561403,9555.0,0.0007326007326007326,0,0,0
96,3405803787,15,0.75,12925.0,0.0011605415860735009,0,3,3
190,3232235783,18,0.7096774193548387,9501.0,0.001894537417113988,0,0,0
160,2886729754,12,0.8309859154929577,27384.0,0.00043821209465381246,0,0,0
140,2886729761,8,0.8431372549019608,9326.0,0.0008578168561012224,0,0,0
48,167772180,9,0.8085106382978723,9732.0,0.0009247842170160296,0,0,0
110,2886729759,19,0.6935483870967742,12739.0,0.0014914828479472486,0,0,0
128,2886729773,15,0.7794117647058824,27327.0,0.0005489076737292787,0,0,0
47,3232235777,16,0.7142857142857143,27307.0,0.0005859303475299374,0,0,0
109,3232235792,18,0.7049180327868853,9926.0,0.0018134193028410237,0,0,0
