用户ID,登录时间,登录地址,登录资源,登录结果,登录失败次数,登录成功率,时间范围分钟,每分钟失败比例,失败登录,时间间隔,失败组,连续失败次数,连续失败3次,用户编码,异常类型编码,异常类型
user1,2023-01-04 16:32:00,3405803789,server2,0,9,0.7692307692307693,24109.0,0.0003733045750549587,1,3000.0,4,1,0,1,3,非正常源地址
user1,2023-01-04 19:04:00,3232235819,server1,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,9120.0,4,1,0,1,0,正常
user1,2023-01-04 19:14:00,2886729748,server3,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,600.0,4,1,0,1,0,正常
user1,2023-01-04 21:08:00,2886729742,server2,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,6840.0,4,1,0,1,0,正常
user1,2023-01-04 22:38:00,167772187,server3,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,5400.0,4,1,0,1,0,正常
user1,2023-01-05 15:17:00,3232235805,server3,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,59940.0,4,1,0,1,0,正常
user1,2023-01-05 19:59:00,2886729731,server1,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,16920.0,4,1,0,1,0,正常
user1,2023-01-05 21:26:00,3232235807,server1,0,9,0.7692307692307693,24109.0,0.0003733045750549587,1,5220.0,5,1,0,1,0,正常
user1,2023-01-05 23:24:00,3405803796,server1,0,9,0.7692307692307693,24109.0,0.0003733045750549587,1,7080.0,6,1,0,1,3,非正常源地址
user1,2023-01-06 04:55:00,167772189,server3,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,19860.0,6,1,0,1,0,正常
user1,2023-01-06 10:47:00,3405803813,server2,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,21120.0,6,1,0,1,3,非正常源地址
user1,2023-01-06 16:49:00,3405803784,server2,0,9,0.7692307692307693,24109.0,0.0003733045750549587,1,21720.0,7,1,0,1,3,非正常源地址
user1,2023-01-06 17:27:00,3405803815,server3,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,2280.0,7,1,0,1,3,非正常源地址
user1,2023-01-06 21:06:00,167772203,server1,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,13140.0,7,1,0,1,0,正常
user1,2023-01-07 03:02:00,2886729729,server2,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,21360.0,7,1,0,1,0,正常
user1,2023-01-07 05:07:00,3405803820,server3,0,9,0.7692307692307693,24109.0,0.0003733045750549587,1,7500.0,8,1,0,1,3,非正常源地址
user1,2023-01-07 05:48:00,3232235824,server1,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,2460.0,8,1,0,1,0,正常
user1,2023-01-07 06:17:00,3405803815,server2,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,1740.0,8,1,0,1,3,非正常源地址
user1,2023-01-07 07:41:00,167772178,server1,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,5040.0,8,1,0,1,0,正常
user1,2023-01-07 07:52:00,3232235793,server3,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,660.0,8,1,0,1,0,正常
user1,2023-01-07 08:14:00,3232235815,server3,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,1320.0,8,1,0,1,0,正常
user1,2023-01-07 08:57:00,3405803793,server1,0,9,0.7692307692307693,24109.0,0.0003733045750549587,1,2580.0,9,1,0,1,3,非正常源地址
user1,2023-01-07 16:46:00,3405803819,server1,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,28140.0,9,1,0,1,3,非正常源地址
user1,2023-01-07 19:33:00,167772167,server3,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,10020.0,9,1,0,1,0,正常
user1,2023-01-20 00:10:00,3325256715,server2,1,9,0.7692307692307693,24109.0,0.0003733045750549587,0,1053420.0,9,1,0,1,3,非正常源地址
user10,2023-01-03 06:10:00,3405803816,server2,1,3,0.9,24132.0,0.00012431626056688214,0,0.0,9,0,0,2,3,非正常源地址
user10,2023-01-03 07:11:00,3405803823,server3,1,3,0.9,24132.0,0.00012431626056688214,0,3660.0,9,0,0,2,3,非正常源地址
user10,2023-01-03 20:34:00,3405803783,server1,1,3,0.9,24132.0,0.00012431626056688214,0,48180.0,9,0,0,2,3,非正常源地址
user10,2023-01-04 01:45:00,167772176,server2,1,3,0.9,24132.0,0.00012431626056688214,0,18660.0,9,0,0,2,0,正常
user10,2023-01-04 02:34:00,2886729738,server2,1,3,0.9,24132.0,0.00012431626056688214,0,2940.0,9,0,0,2,0,正常
user10,2023-01-04 03:41:00,167772190,server1,1,3,0.9,24132.0,0.00012431626056688214,0,4020.0,9,0,0,2,0,正常
user10,2023-01-04 10:49:00,3232235783,server3,0,3,0.9,24132.0,0.00012431626056688214,1,25680.0,10,1,0,2,0,正常
user10,2023-01-04 23:12:00,3232235815,server3,1,3,0.9,24132.0,0.00012431626056688214,0,44580.0,10,1,0,2,0,正常
user10,2023-01-04 23:42:00,3405803786,server3,1,3,0.9,24132.0,0.00012431626056688214,0,1800.0,10,1,0,2,3,非正常源地址
user10,2023-01-05 01:32:00,2886729737,server2,1,3,0.9,24132.0,0.00012431626056688214,0,6600.0,10,1,0,2,0,正常
user10,2023-01-05 01:46:00,2886729771,server1,1,3,0.9,24132.0,0.00012431626056688214,0,840.0,10,1,0,2,0,正常
user10,2023-01-05 05:09:00,167772185,server1,1,3,0.9,24132.0,0.00012431626056688214,0,12180.0,10,1,0,2,0,正常
user10,2023-01-05 05:41:00,3405803814,server1,1,3,0.9,24132.0,0.00012431626056688214,0,1920.0,10,1,0,2,3,非正常源地址
user10,2023-01-05 15:36:00,2886729740,server1,1,3,0.9,24132.0,0.00012431626056688214,0,35700.0,10,1,0,2,0,正常
user10,2023-01-05 23:47:00,3232235780,server2,1,3,0.9,24132.0,0.00012431626056688214,0,29460.0,10,1,0,2,0,正常
user10,2023-01-06 03:49:00,2886729771,server2,1,3,0.9,24132.0,0.00012431626056688214,0,14520.0,10,1,0,2,0,正常
user10,2023-01-06 04:50:00,3232235778,server3,1,3,0.9,24132.0,0.00012431626056688214,0,3660.0,10,1,0,2,0,正常
user10,2023-01-06 08:34:00,3405803807,server2,1,3,0.9,24132.0,0.00012431626056688214,0,13440.0,10,1,0,2,3,非正常源地址
user10,2023-01-06 15:18:00,3405803781,server2,1,3,0.9,24132.0,0.00012431626056688214,0,24240.0,10,1,0,2,3,非正常源地址
user10,2023-01-06 18:20:00,167772180,server3,0,3,0.9,24132.0,0.00012431626056688214,1,10920.0,11,1,0,2,0,正常
user10,2023-01-06 21:30:00,3405803817,server1,1,3,0.9,24132.0,0.00012431626056688214,0,11400.0,11,1,0,2,3,非正常源地址
user10,2023-01-06 21:49:00,3405803807,server3,1,3,0.9,24132.0,0.00012431626056688214,0,1140.0,11,1,0,2,3,非正常源地址
user10,2023-01-07 02:26:00,2886729762,server3,1,3,0.9,24132.0,0.00012431626056688214,0,16620.0,11,1,0,2,0,正常
user10,2023-01-07 02:38:00,3232235807,server2,1,3,0.9,24132.0,0.00012431626056688214,0,720.0,11,1,0,2,0,正常
user10,2023-01-07 21:21:00,3405803817,server3,1,3,0.9,24132.0,0.00012431626056688214,0,67380.0,11,1,0,2,3,非正常源地址
user10,2023-01-07 21:48:00,167772166,server2,1,3,0.9,24132.0,0.00012431626056688214,0,1620.0,11,1,0,2,0,正常
user10,2023-01-07 21:54:00,3232235803,server1,1,3,0.9,24132.0,0.00012431626056688214,0,360.0,11,1,0,2,0,正常
user10,2023-01-07 22:22:00,167772192,server2,1,3,0.9,24132.0,0.00012431626056688214,0,1680.0,11,1,0,2,0,正常
user10,2023-01-07 22:38:00,2886729740,server2,1,3,0.9,24132.0,0.00012431626056688214,0,960.0,11,1,0,2,0,正常
user10,2023-01-20 00:22:00,3325256727,server2,0,3,0.9,24132.0,0.00012431626056688214,1,1043040.0,12,1,0,2,3,非正常源地址
user100,2023-01-03 07:52:00,2886729758,server3,0,10,0.6774193548387096,6250.0,0.0016,1,0.0,12,1,0,3,0,正常
user100,2023-01-03 13:18:00,167772186,server2,0,10,0.6774193548387096,6250.0,0.0016,1,19560.0,13,1,0,3,0,正常
user100,2023-01-03 15:33:00,2886729757,server2,1,10,0.6774193548387096,6250.0,0.0016,0,8100.0,13,1,0,3,0,正常
user100,2023-01-03 19:38:00,3232235788,server1,1,10,0.6774193548387096,6250.0,0.0016,0,14700.0,13,1,0,3,0,正常
user100,2023-01-03 21:03:00,167772200,server3,1,10,0.6774193548387096,6250.0,0.0016,0,5100.0,13,1,0,3,0,正常
user100,2023-01-03 21:28:00,3405803796,server3,0,10,0.6774193548387096,6250.0,0.0016,1,1500.0,14,1,0,3,3,非正常源地址
user100,2023-01-04 01:18:00,3405803795,server2,0,10,0.6774193548387096,6250.0,0.0016,1,13800.0,15,1,0,3,3,非正常源地址
user100,2023-01-04 05:10:00,2886729746,server2,1,10,0.6774193548387096,6250.0,0.0016,0,13920.0,15,1,0,3,0,正常
user100,2023-01-04 10:02:00,2886729737,server1,1,10,0.6774193548387096,6250.0,0.0016,0,17520.0,15,1,0,3,0,正常
user100,2023-01-04 12:35:00,2886729776,server2,0,10,0.6774193548387096,6250.0,0.0016,1,9180.0,16,1,0,3,0,正常
user100,2023-01-04 14:34:00,167772163,server2,1,10,0.6774193548387096,6250.0,0.0016,0,7140.0,16,1,0,3,0,正常
user100,2023-01-04 14:36:00,3405803806,server1,1,10,0.6774193548387096,6250.0,0.0016,0,120.0,16,1,0,3,3,非正常源地址
user100,2023-01-04 18:12:00,167772164,server1,1,10,0.6774193548387096,6250.0,0.0016,0,12960.0,16,1,0,3,0,正常
user100,2023-01-04 18:42:00,3405803814,server3,1,10,0.6774193548387096,6250.0,0.0016,0,1800.0,16,1,0,3,3,非正常源地址
user100,2023-01-04 20:52:00,167772164,server2,0,10,0.6774193548387096,6250.0,0.0016,1,7800.0,17,1,0,3,0,正常
user100,2023-01-04 22:45:00,3232235786,server1,0,10,0.6774193548387096,6250.0,0.0016,1,6780.0,18,1,0,3,0,正常
user100,2023-01-05 18:43:00,3232235789,server3,1,10,0.6774193548387096,6250.0,0.0016,0,71880.0,18,1,0,3,0,正常
user100,2023-01-05 20:29:00,3405803781,server2,0,10,0.6774193548387096,6250.0,0.0016,1,6360.0,19,1,0,3,3,非正常源地址
user100,2023-01-05 23:59:00,2886729776,server1,1,10,0.6774193548387096,6250.0,0.0016,0,12600.0,19,1,0,3,0,正常
user100,2023-01-06 09:59:00,3405803820,server3,0,10,0.6774193548387096,6250.0,0.0016,1,36000.0,20,1,0,3,3,非正常源地址
user100,2023-01-06 11:00:00,3232235811,server1,1,10,0.6774193548387096,6250.0,0.0016,0,3660.0,20,1,0,3,0,正常
user100,2023-01-06 12:40:00,167772204,server1,1,10,0.6774193548387096,6250.0,0.0016,0,6000.0,20,1,0,3,0,正常
user100,2023-01-06 14:21:00,167772167,server1,1,10,0.6774193548387096,6250.0,0.0016,0,6060.0,20,1,0,3,0,正常
user100,2023-01-06 17:39:00,167772205,server1,1,10,0.6774193548387096,6250.0,0.0016,0,11880.0,20,1,0,3,0,正常
user100,2023-01-06 19:47:00,3405803790,server3,1,10,0.6774193548387096,6250.0,0.0016,0,7680.0,20,1,0,3,3,非正常源地址
user100,2023-01-06 22:04:00,167772171,server1,1,10,0.6774193548387096,6250.0,0.0016,0,8220.0,20,1,0,3,0,正常
user100,2023-01-06 23:53:00,3232235820,server2,1,10,0.6774193548387096,6250.0,0.0016,0,6540.0,20,1,0,3,0,正常
user100,2023-01-07 05:12:00,3405803800,server2,0,10,0.6774193548387096,6250.0,0.0016,1,19140.0,21,1,0,3,3,非正常源地址
user100,2023-01-07 06:51:00,3405803814,server2,1,10,0.6774193548387096,6250.0,0.0016,0,5940.0,21,1,0,3,3,非正常源地址
user100,2023-01-07 13:23:00,3405803822,server3,1,10,0.6774193548387096,6250.0,0.0016,0,23520.0,21,1,0,3,3,非正常源地址
user100,2023-01-07 16:02:00,3232235800,server3,1,10,0.6774193548387096,6250.0,0.0016,0,9540.0,21,1,0,3,0,正常
user101,2023-01-03 05:50:00,3232235799,server2,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,0.0,21,0,0,4,0,正常
user101,2023-01-03 17:48:00,3405803794,server3,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,43080.0,22,1,0,4,3,非正常源地址
user101,2023-01-03 18:28:00,2886729730,server1,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,2400.0,22,1,0,4,0,正常
user101,2023-01-03 19:27:00,2886729754,server1,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,3540.0,22,1,0,4,0,正常
user101,2023-01-04 05:38:00,2886729754,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,36660.0,22,1,0,4,0,正常
user101,2023-01-04 11:27:00,3405803789,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,20940.0,22,1,0,4,3,非正常源地址
user101,2023-01-04 13:11:00,2886729762,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,6240.0,22,1,0,4,0,正常
user101,2023-01-04 16:43:00,167772202,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,12720.0,22,1,0,4,0,正常
user101,2023-01-04 20:47:00,3232235788,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,14640.0,22,1,0,4,0,正常
user101,2023-01-05 00:47:00,3232235822,server2,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,14400.0,22,1,0,4,0,正常
user101,2023-01-05 06:22:00,3405803811,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,20100.0,22,1,0,4,3,非正常源地址
user101,2023-01-05 06:49:00,2886729768,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,1620.0,22,1,0,4,0,正常
user101,2023-01-05 08:21:00,3232235817,server2,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,5520.0,23,1,0,4,0,正常
user101,2023-01-05 12:32:00,2886729739,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,15060.0,23,1,0,4,0,正常
user101,2023-01-05 12:54:00,2886729748,server2,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,1320.0,23,1,0,4,0,正常
user101,2023-01-05 16:55:00,167772209,server2,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,14460.0,23,1,0,4,0,正常
user101,2023-01-05 22:45:00,3232235815,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,21000.0,23,1,0,4,0,正常
user101,2023-01-05 23:08:00,2886729732,server2,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,1380.0,23,1,0,4,0,正常
user101,2023-01-06 04:11:00,2886729729,server3,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,18180.0,24,1,0,4,0,正常
user101,2023-01-06 06:49:00,3232235777,server3,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,9480.0,25,1,0,4,0,正常
user101,2023-01-06 08:13:00,3405803779,server1,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,5040.0,25,1,0,4,3,非正常源地址
user101,2023-01-07 01:22:00,2886729763,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,61740.0,25,1,0,4,0,正常
user101,2023-01-07 01:50:00,167772201,server3,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,1680.0,26,1,0,4,0,正常
user101,2023-01-07 15:53:00,2886729737,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,50580.0,26,1,0,4,0,正常
user101,2023-01-07 15:59:00,3405803813,server2,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,360.0,26,1,0,4,3,非正常源地址
user101,2023-01-07 20:40:00,3405803795,server3,1,10,0.6774193548387096,9734.0,0.001027326895418122,0,16860.0,26,1,0,4,3,非正常源地址
user101,2023-01-10 00:00:00,3232235815,server2,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,184800.0,27,5,1,4,4,频繁登录失败
user101,2023-01-10 00:01:00,3232235793,server1,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,60.0,27,5,1,4,4,频繁登录失败
user101,2023-01-10 00:02:00,3405803819,server3,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,60.0,27,5,1,4,5,"频繁登录失败, 非正常源地址"
user101,2023-01-10 00:03:00,2886729777,server3,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,60.0,27,5,1,4,4,频繁登录失败
user101,2023-01-10 00:04:00,167772189,server2,0,10,0.6774193548387096,9734.0,0.001027326895418122,1,60.0,27,5,1,4,4,频繁登录失败
user102,2023-01-03 09:34:00,3232235782,server2,1,8,0.7647058823529411,9510.0,0.0008412197686645636,0,0.0,27,0,0,5,0,正常
user102,2023-01-03 10:02:00,2886729756,server2,1,8,0.7647058823529411,9510.0,0.0008412197686645636,0,1680.0,27,0,0,5,0,正常
user102,2023-01-03 10:19:00,2886729731,server1,1,8,0.7647058823529411,9510.0,0.0008412197686645636,0,1020.0,27,0,0,5,0,正常
user102,2023-01-03 12:52:00,167772190,server3,1,8,0.7647058823529411,9510.0,0.0008412197686645636,0,9180.0,27,0,0,5,0,正常
